Code,Indicator Name,Long definition,Source
GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue),"Other taxes include employer payroll or labor taxes, taxes on property, and taxes not allocable to other categories, such as penalties for late payment or nonpayment of taxes.","International Monetary Fund, Government Finance Statistics Yearbook and data files."
