Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Afghanistan,AFG,..,..,0.0750918448065289,0.166212733314905,0.361955250370499,0.354903538377926,0.462393554134087,0.753307772960035,0.694939753385077,0.757337385128975,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Albania,ALB,..,..,..,..,..,0.652548340982238,0.908013788811688,0.477729965526206,0.120488074252732,0.0765967395380379,0.450043318299861,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Algeria,DZA,..,1.02701815594226,1.05478471607928,1.49712648771121,1.32558238978424,1.75067874606442,..,..,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Angola,AGO,..,1.11030273499307,2.73706377300181,7.14522300660757,3.49007580988071,2.47266714900451,2.73697716292503,3.05153169260027,3.89847795768605,6.62589870566526,7.998362120043,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Antigua and Barbuda,ATG,..,6.72256212704887,1.86176910022026,2.49284314280702,2.58880268489596,2.59124590869424,3.11585272588598,3.0611342877501,3.29980049067415,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Argentina,ARG,8.00776612238627,2.07379390618291,5.19201626807354,4.64396201883902,4.49244005570039,4.66542928639736,4.54314781195391,4.36741676121058,4.24785511261942,4.47404462160728,9.88591189878464,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Armenia,ARM,..,..,9.58196109443405,8.0692850132755,7.74352086416352,7.66862227981102,7.80095311332667,..,4.40751524818085,7.85408860859158,8.11588716368528,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Australia,AUS,1.21566406408026,2.05123126307143,0.121433875907965,0.121998181353371,0.166879517596408,0.156846911202907,0.149433257390295,0.17181308013511,0.216084467520764,0.184740671852811,0.16226217692874,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Austria,AUT,8.3204685435997,3.87300606703833,3.8861159351636,4.10567987332228,4.10052880435274,4.01885814060187,3.99554197422235,4.49197793583978,4.21809816717926,3.98868970991871,4.05573097731548,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Azerbaijan,AZE,..,..,0.769137474479998,0.698613763446769,0.758710845190809,0.89050953182833,1.15628414333677,1.61555836300295,1.14676463717641,1.57226788219548,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,"Bahamas, The",BHS,..,23.8059415618021,34.9056630186154,6.42451947325883,7.1045098853167,24.4461838601156,18.8790696989522,20.3548287428726,18.4599165579427,17.5414435423589,10.5689857062298,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Bahrain,BHR,0.568554559370216,1.20602013355925,0,0.139345893980023,0,0,..,0,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Bangladesh,BGD,..,..,4.41404799884858,3.44053736120343,3.10635307129104,3.08661397771971,2.82316823074334,2.76424858533456,2.82178598838619,3.08510877320359,2.83882783882784,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Barbados,BRB,..,..,8.23262140465217,7.98475035245474,8.16612502096179,6.15641990755046,6.68872222672293,7.44403822106257,9.46932801597812,7.20365131783079,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Belarus,BLR,..,2.79031063677103,6.98065901664024,3.40164937277455,3.49984999703908,1.92755098963854,2.02956749210821,0.544545152515625,0.443013600097808,0.357235236874179,0.452628562848377,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Belgium,BEL,..,0.498737807587815,0.341517181909534,0.352794336756783,0.428791034245338,0.406368546997083,0.569799176956744,0.584196436200006,0.675142861494946,0.550483038566057,0.544652918276994,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Belize,BLZ,2.85301261071979,0.59757550354078,0.840335017636004,0.744114748094107,0.848380054120062,0.806761005903039,0.606321659687585,0.639006591588101,0.584098564121865,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Benin,BEN,..,..,2.22772591501498,1.5887435181291,2.03510133198888,2.39475171918497,2.29591570006425,2.17932752179328,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Bhutan,BTN,0.374346659132646,0.0950155363241827,0.211473907977966,0.128432221165638,..,..,..,..,..,0.0574993514939346,0.0476869555104398,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Bolivia,BOL,4.72191690481425,0.146999735400476,..,..,..,..,..,..,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Bosnia and Herzegovina,BIH,..,..,4.38291430440792,1.61800653577353,0.134657518151067,0.470412013915068,0.349516202866493,0.335920837576891,0.38714301884958,0.309521696817896,0.431668903999429,..
