Code,Indicator Name,Long definition,Source
GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)","Taxes on income, profits, and capital gains are levied on the actual or presumptive net income of individuals, on the profits of corporations and enterprises, and on capital gains, whether realized or not, on land, securities, and other assets. Intragovernmental payments are eliminated in consolidation.","International Monetary Fund, Government Finance Statistics Yearbook and data files."
